"","baker.season.episode","X","baker","signature","technical.rank","showstopper","episode","signatuare.name","technical.name","showstopper.name","season","result","status"
"521","Martha_5_3",244,"Martha","Date and Walnut Rye Rolls","3rd","Stuffed Sunflower Loaf",3,"12 Rye Bread Rolls ","4 Ciabattas ","Filled Centrepiece Loaf ",5,"",""
"522","Martha_5_4",253,"Martha","Peanut Butter Chocolate Fondants","1st","Key Lime Baked Alaska",4,"8 Self Saucing Puddings ","Tiramisu Cake ","Baked Alaska ",5,"",""
"523","Martha_5_5",260,"Martha","Pistachio, Apricot and Honey Custard Tart","1st","Three Little Pigs Pie",5,"Custard Tart ","Mini Pear Pies ","Three Tiered Pie ",5,"","Least Favorite"
"524","Martha_5_6",267,"Martha","Dark Chocolate and Almond Liqueur Savarin","4th","Chess-Themed Chocolate and Salted Caramel Dobos Torte",6,"Yeast Leavened Cake ","Prinsesstårta ","Dobos Torte ",5,"",""
"525","Martha_5_7",273,"Martha","Mini Beef Wellingtons","3rd","Rhubarb & Custard and Maple Syrup & Bacon Éclairs",7,"12 Savoury Parcels ","Kouign Amann ","24 Éclairs ",5,"","Least Favorite"
"526","Martha_5_8",278,"Martha","Spiced Plum Iced Bread Swirl","5th","Glazed Lemon & Poppyseed DoughnutsChocolate & Passion Fruit Doughnuts",8,"Fruit Loaf ","Povitica ","36 Doughnuts ",5,"OUT",""
"527","Mary-Anne_2_1",8,"Mary-Anne","Banoffee Cupcakes","4th","Chocolate and Raspberry Opera Cake",1,"24 Cupcakes ","Coffee and Walnut Battenberg ","Chocolate Tiered Cake ",2,"",""
"528","Mary-Anne_2_2",19,"Mary-Anne","Roasted Cauliflower, Cheese andCaramelised Onion Quiche","9th","Butterscotch Brulée Tarts in Pecan PastryApple Rose Tarts",2,"Quiche ","Tarte au Citron ","24 Miniature Sweet Tarts ",2,"",""
"529","Mary-Anne_2_3",30,"Mary-Anne","Ploughman's Loaf","5th","Herb and Walnut BreadsChocolate and Chilli Buns",3,"Free Form Loaf ","Focaccia ","12 sweet and 12 savoury rolls ",2,"","Favorite"
"530","Mary-Anne_2_4",39,"Mary-Anne","Melting Moments","2nd","Blackcurrant and Mint MacaronsGooseberry and Elderflower MacaronsHazelnut Macarons",4,"12 Biscuits ","24 Brandy Snaps ","Macarons ",2,"","Favorite"
"531","Mary-Anne_2_5",46,"Mary-Anne","Chicken and Bacon Pie","2nd","Midnight Meringue Pie",5,"Family Pie ","6 Miniature Pork Pie ","Meringue Pie ",2,"","Favorite"
"532","Mary-Anne_2_6",52,"Mary-Anne","Tutti Fruitti Curd Baked Cheesecake","4th","Orange and Praline Croquembouche with Cardamom Caramel",6,"Baked Cheesecake ","Chocolate Roulade ","Croquembouche ",2,"","Favorite"
"533","Mary-Anne_2_7",57,"Mary-Anne","Chocolate and Orange Mousse Cake","2nd","Raspberry Rose DanishesPraline SpiralsAlsatian Plaited Danishes",7,"Layered Mousse Cake ","12 Iced Fingers ","3 Different Types of Pastries or Croissants ",2,"","Least Favorite"
"534","Mary-Anne_2_8",60,"Mary-Anne","Lemon and Ginger Mille Feuille","3rd","Fruit Tarts with Elderflower CustardStrawberry and Rhubarb CheesecakesBlack Fruit Meringue with Everlasting Syllabub",8,"12 Mille Feuille ","Sachertorte ","Petits Fours ",2,"Runner-up",""
"535","Mat_6_1",293,"Mat","Gin and Tonic Madeira Cake","7th","Black Forest Gateau",1,"Madeira Cake ","Frosted Walnut Layer Cake ","Black Forest Gâteau ",6,"",""
"536","Mat_6_2",305,"Mat","Pistachio, Cranberry and White Chocolate Biscotti","5th","Gingerbread Fire Engine",2,"24 Biscotti ","8 Arlettes ","36 Biscuits and an Edible Biscuit Box ",6,"","Favorite"
"537","Mat_6_3",315,"Mat","Jalapeño, Mexican Cheddar and Smoked Salt Soda Breads","8th","Curry Inspired Brighton Pavilion",3,"2 Quick Breads ","4 Baguettes ","3D Bread Sculpture ",6,"","Least Favorite"
"538","Mat_6_4",324,"Mat","Coconut Crème Brûlées","7th","Chocolate Bar Cheesecakes",4,"12 Crème Brûlées ","Spanische Windtorte ","Three Tiered Cheesecake ",6,"",""
"539","Mat_6_5",333,"Mat","Sugar Free Carrot Cake","4th","Raspberry & Coconut Ice Cream Roll",5,"Sugar Free Cake ","12 Gluten Free Pita Bread ","Dairy Free Ice Cream Roll ",6,"",""
"540","Mat_6_6",341,"Mat","Piña Colada Frangipane Tart","1st","His 'n' Hers Vol-au-vents",6,"Frangipane tart ","12 Flaounes ","48 Vol au vents ",6,"SB",""
"541","Mat_6_7",347,"Mat","Raised Venison and Pigeon Pie","6th","Strawberry Charlotte Russe",7,"Raised Game Pie ","Tennis Cake ","Charlotte Russe ",6,"OUT",""
"542","Michael_10_1",596,"Michael","Cup of Chai Cake","11th","Treasure Chest Cake",1,"Fruit Cake ","6 Angel Cake Slices ","Birthday Cake ",10,"",""
"543","Michael_10_2",608,"Michael","Lemon & Rosemary Biscuit Bars","4th","Hamish the Highland Cow",2,"12 Decorated Chocolate Biscuit Bars ","12 Fig Rolls ","3D Biscuit Sculpture ",10,"",""
"544","Michael_10_3",619,"Michael","Keralan Star Bread Tear & Share","6th","Mediterranean Camp Fire",3,"Tear   Share Loaf ","8 White Burger Baps   4 Veggie Burgers ","Decorative Loaf Display ",10,"SB",""
"545","Michael_10_4",629,"Michael","Cheesecake Surprise","7th","Flag of India Mishti",4,"Cultured Dairy Cake ","12 Maids of Honour ","Display of Mishti ",10,"","Least Favorite"
"546","Michael_10_5",639,"Michael","Mango, Lime & Ginger Pies","8th","Brambling Cake",5,"4 Custard Pies ","18 Beignet Soufflés ","Prohibition Era Cake ",10,"",""
"547","Michael_10_6",647,"Michael","Dark Chocolate Meringue Cake","6th","Black Forest Bombe",6,"Layered Meringue Cake ","6 Verrines ","Celebratory Bombe ",10,"","Least Favorite"
"548","Michael_10_7",654,"Michael","Figgy Pudding Hot Cross Buns","5th","Jamaican Mule Sarawak Style Layer Cake",7,"24 Festival Buns ","12 Sicilian Cassatelles ","Kek Lapis Sarawak ",10,"OUT",""
"549","Michael_7_1",370,"Michael","Lime, Ginger and Honey Drizzle Cake","3rd","Matcha Tea Chocolate Mirror Glaze",1,"Drizzle Cake ","12 Jaffa Cakes ","Mirror Glaze Cake ",7,"",""
"550","Michael_7_2",381,"Michael","Malt, Chocolate and Orange Iced ""Beer"" Biscuits","9th","Trip to See Santa in Lapland",2,"24 Iced Biscuits ","12 Viennese Whirls ","Gingerbread 3D Scene ",7,"",""
"551","Michael_7_3",391,"Michael","Chocolate and Chilli Swirl Plait","7th","Cypriot Dove and Olive Branch Plaited Loaf with Houmous",3,"Chocolate Loaf ","Dampfnudel ","Savoury Plaited  Braided  Centrepiece ",7,"OUT",""
"552","Michelle_10_1",597,"Michelle","Bara Brith Teulu Ni (Our Family's Bara Brith)","6th","Tŷ Tylwyth Teg (Fairy House Cake)",1,"Fruit Cake ","6 Angel Cake Slices ","Birthday Cake ",10,"SB",""
"553","Michelle_10_2",609,"Michelle","Bakewell Bars","8th","Dewi y Ddraig Gymraeg – Dewi the Welsh Dragon",2,"12 Decorated Chocolate Biscuit Bars ","12 Fig Rolls ","3D Biscuit Sculpture ",10,"",""
"554","Michelle_10_3",620,"Michelle","Noson Caws (Cheese Night) Tear & Share","5th","Gardd Ni (Our Garden)",3,"Tear   Share Loaf ","8 White Burger Baps   4 Veggie Burgers ","Decorative Loaf Display ",10,"",""
"555","Michelle_10_4",630,"Michelle","Homely Rhubarb Cake","5th","Home Comforts Mishti",4,"Cultured Dairy Cake ","12 Maids of Honour ","Display of Mishti ",10,"",""
"556","Michelle_10_5",640,"Michelle","Blueberry & White Chocolate Crème Brûlée Pies","7th","My Little Sister the Dancing Queen's Piña Colada Cake",5,"4 Custard Pies ","18 Beignet Soufflés ","Prohibition Era Cake ",10,"OUT",""
"557","Nadiya_6_1",294,"Nadiya","Orange and Green Cardamom Madeira Cake","12th","Quadruple Chocolate Black Forest Gâteau",1,"Madeira Cake ","Frosted Walnut Layer Cake ","Black Forest Gâteau ",6,"","Favorite"
"558","Nadiya_6_10",361,"Nadiya","Cardamom and Almond Buns & Nutmeg and Sour Cherry Fingers","1st","My Big Fat British Wedding Cake",10,"16 Iced Buns ","Mille Feuille ","Classic British Cake ",6,"WINNER",""
"559","Nadiya_6_2",306,"Nadiya","Coconut, Fennel and Pistachio Biscotti","9th","Box of Fortunes",2,"24 Biscotti ","8 Arlettes ","36 Biscuits and an Edible Biscuit Box ",6,"",""
"560","Nadiya_6_3",316,"Nadiya","Mexican Bread with Warm Tomato Salsa","9th","Snake Charmer's Basket",3,"2 Quick Breads ","4 Baguettes ","3D Bread Sculpture ",6,"",""
"561","Nadiya_6_4",325,"Nadiya","Cinnamon Tea Crème Brûlées","8th","Fizzy Pop Cheesecakes",4,"12 Crème Brûlées ","Spanische Windtorte ","Three Tiered Cheesecake ",6,"","Favorite"
"562","Nadiya_6_5",334,"Nadiya","Naked Blueberry and Caraway Crunch Cake","1st","Chocolate and Strawberry Lime Ice Cream Roll",5,"Sugar Free Cake ","12 Gluten Free Pita Bread ","Dairy Free Ice Cream Roll ",6,"SB",""
"563","Nadiya_6_6",342,"Nadiya","Bay Leaf, Rong Tea and Pear Tart","4th","Bengali Korma and Clementine with Cod Vol-au-vents",6,"Frangipane tart ","12 Flaounes ","48 Vol au vents ",6,"","Least Favorite"
"564","Nadiya_6_7",348,"Nadiya","Aromatic Raised Game Pie","1st","Mango and Raspberry Charlotte Russe",7,"Raised Game Pie ","Tennis Cake ","Charlotte Russe ",6,"","Favorite"
"565","Nadiya_6_8",353,"Nadiya","Rose Pistachio and Mocha Hazelnut Horns","1st","Bubble Gum and Peppermint Cream Religieuse à l'ancienne",8,"24 Cream Horns ","9 Mokatines ","Religieuse à l ancienne ",6,"SB",""
"566","Nadiya_6_9",358,"Nadiya","Peanut Salted Caramel and Chocolate Tart","4th","Peacock in Nan's Door",9,"Chocolate Tart ","Chocolate Soufflé ","Chocolate Centrepieces ",6,"SB",""
"567","Nancy_5_1",224,"Nancy","Coffee and Hazelnut Swiss Roll","1st","Jaffa Orange Cakes",1,"Swiss Roll ","Cherry Cake ","36 Classic Miniature British Cakes ",5,"SB",""
"568","Nancy_5_10",286,"Nancy","Apple and Lemon KitesRaspberry and Almond Croissants","1st","Red Windmill",10,"Viennoiserie ","12 Mini Victoria Sandwiches  12 Mini Tarte au Citron  12 Mini Scones ","Pièce Montée ",5,"WINNER",""
"569","Nancy_5_2",235,"Nancy","Fennel and Rye Thins","2nd","Hansel and Gretel Scene",2,"36 Savoury Biscuits ","18 Florentines ","3D Biscuit Scene ",5,"",""
"570","Nancy_5_3",245,"Nancy","Cider and Walnut Crusty Rolls","5th","'Full English' Stromboli",3,"12 Rye Bread Rolls ","4 Ciabattas ","Filled Centrepiece Loaf ",5,"",""
"571","Nancy_5_4",254,"Nancy","Pistachio Puddings with Chocolate Sauce","4th","Summer Pudding Alaska",4,"8 Self Saucing Puddings ","Tiramisu Cake ","Baked Alaska ",5,"",""
"572","Nancy_5_5",261,"Nancy","Chocolate Crusted Passion Fruit Tart","4th","Trio of Apple Pies",5,"Custard Tart ","Mini Pear Pies ","Three Tiered Pie ",5,"","Favorite"
"573","Nancy_5_6",268,"Nancy","Rum Punch Savarin with Coconut Cream and Tropical Fruits","1st","Chocolate and Caramel Dobos Torte",6,"Yeast Leavened Cake ","Prinsesstårta ","Dobos Torte ",5,"","Favorite"
"574","Nancy_5_7",274,"Nancy","Spicy Duck Pasties","2nd","Smoked Salmon & Horseradish and Raspberry Ripple Éclairs",7,"12 Savoury Parcels ","Kouign Amann ","24 Éclairs ",5,"","Favorite"
"575","Nancy_5_8",279,"Nancy","Lincolnshire Plum Braid","3rd","Doughnut Family Tree:Limoncello Cream DonutsChocolate-Dipped Ring Donuts",8,"Fruit Loaf ","Povitica ","36 Doughnuts ",5,"","Least Favorite"
"576","Nancy_5_9",283,"Nancy","Coffee and Chocolate BaklavaBreakfast Baklava","3rd","Raspberry NonnettesLime and Passion Fruit Entremets",9,"24 Baklava ","Schichttorte ","24 Entremets ",5,"","Least Favorite"
"577","Natasha_3_1",67,"Natasha","Pineapple & Passion Fruit Upside Down Cake","12th","Mother's Day Layered Rose Cake",1,"Upside Down Cake ","4 Rum Babas ","Hidden Design Cake ",3,"OUT",""
"578","Norman_5_1",225,"Norman","Black Forest Swiss Roll","11th","Almond and Raspberry Mini Cakes",1,"Swiss Roll ","Cherry Cake ","36 Classic Miniature British Cakes ",5,"",""
"579","Norman_5_2",236,"Norman","Farthing Biscuits","10th","Zulu Boats at Dawn",2,"36 Savoury Biscuits ","18 Florentines ","3D Biscuit Scene ",5,"","Least Favorite"
"580","Norman_5_3",246,"Norman","Rye Bread Rolls","4th","Chicken and Roasted Vegetable Picnic Loaf",3,"12 Rye Bread Rolls ","4 Ciabattas ","Filled Centrepiece Loaf ",5,"","Least Favorite"
"581","Norman_5_4",255,"Norman","Mini Sticky Toffee Puddings","8th","Baked Alaska with Strawberry Surprise",4,"8 Self Saucing Puddings ","Tiramisu Cake ","Baked Alaska ",5,"","Least Favorite"
"582","Norman_5_5",262,"Norman","Tarte au Citron","5th","Pieful Tower",5,"Custard Tart ","Mini Pear Pies ","Three Tiered Pie ",5,"OUT",""
"583","Paul_6_1",295,"Paul","Lemon, Ginger and Caraway Seed Madeira Cake","10th","Black Forest Chocolate Creation",1,"Madeira Cake ","Frosted Walnut Layer Cake ","Black Forest Gâteau ",6,"",""
"584","Paul_6_2",307,"Paul","Chocolate, Hazelnut and Fig Biscotti","10th","Memory Box",2,"24 Biscotti ","8 Arlettes ","36 Biscuits and an Edible Biscuit Box ",6,"","Least Favorite"
"585","Paul_6_3",317,"Paul","Cranberry and Orange Sweet Soda Breads","10th","King of the Jungle*",3,"2 Quick Breads ","4 Baguettes ","3D Bread Sculpture ",6,"","Favorite"
"586","Paul_6_4",326,"Paul","Almond Crème Brûlées","1st","Berry Cheesecake Tower",4,"12 Crème Brûlées ","Spanische Windtorte ","Three Tiered Cheesecake ",6,"","Least Favorite"
"587","Paul_6_5",335,"Paul","Carrot & Pecan Cake","2nd","Dessert Island Getaway",5,"Sugar Free Cake ","12 Gluten Free Pita Bread ","Dairy Free Ice Cream Roll ",6,"","Favorite"
"588","Paul_6_6",343,"Paul","Christmas Frangipane Tart","5th","Savoury and Sweet Bouchées",6,"Frangipane tart ","12 Flaounes ","48 Vol au vents ",6,"",""
"589","Paul_6_7",349,"Paul","Not a Boaring Pie","2nd","Charlotte Rose",7,"Raised Game Pie ","Tennis Cake ","Charlotte Russe ",6,"","Least Favorite"
"590","Paul_6_8",354,"Paul","Café Tipple & Banana Crunch-away Horns","5th","Religieuse à l'ancienne",8,"24 Cream Horns ","9 Mokatines ","Religieuse à l ancienne ",6,"OUT",""
"591","Peter_11_1",678,"Peter","Gluten-Free Chocolate & Orange Battenberg Cake","2nd","In honour of Sir Chris",1,"Battenberg Cake ","6 Miniature Pineapple Upside Down Cakes ","Celebrity Hero Cake Bust ",11,"SB",""
"592","Peter_11_10",743,"Peter","Cranachan Custard Slice","2nd","Bonkers Bake Off Bubble Cake",10,"8 Custard Slices ","8 Walnut Whirls ","Colossal Dessert Tower ",11,"WINNER",""
"593","Peter_11_2",689,"Peter","Sticky Toffee Florentines","10th","Biscuit Burns Supper",2,"36 Chocolate Florentines ","12 Hand Shaped Coconut Macaroons ","3D Biscuit Table Setting ",11,"",""
"594","Peter_11_3",699,"Peter","Black Pudding & Ginger Beer Soda Bread","4th","Edinburgh Cityscape Bread Plaque",3,"2 Soda Bread Loaves ","6 Rainbow coloured Bagels ","Large Bread Plaque ",11,"","Least Favorite"
"595","Peter_11_4",709,"Peter","Upside Down Brownies","4th","Graduation Cake",4,"18 Chocolate Brownies ","Chocolate Babka ","White Chocolate Celebration Cake ",11,"","Favorite"
"596","Peter_11_5",718,"Peter","Kedgeree Pasties","1st","Blackberry & Lemon Tart",5,"8 Pasties ","3 Raspberry Éclairs    3 Salted Caramel Éclairs ","Caged Tart ",11,"","Favorite"
"597","Peter_11_6",725,"Peter","Lamb Steamed Buns","1st","Dizzy the Shuttlecock",6,"8 Steamed Buns ","Matcha Crepe Cake ","Kawaii Cake ",11,"",""
"598","Peter_11_7",731,"Peter","Thai Curry & Salmon Quiches","2nd","'Christmas Cake Surprise'",7,"8 Quiches ","6 Custard   Jam Finger Doughnuts ","Ice Cream Cake ",11,"",""
"599","Peter_11_8",736,"Peter","Lime & Ginger Cheesecakes","4th","Snow Globe Jelly Cake",8,"12 Mini Cheesecakes ","2 Sussex Pond Puddings ","Jelly Art Design Cake ",11,"","Least Favorite"
"600","Peter_11_9",740,"Peter","Strawberry & Elderflower Babas","1st","Chocolate, Raspberry & Pistachio Cube Cakes",9,"12 Pâte à Savarin ","Danish Kransekake Cornucopia Cake ","25 Mini Cube shaped Cakes ",11,"SB",""
"601","Peter_3_1",68,"Peter","Pear, Muscat & Chocolate Upside Down Cake","3rd","Jubilee Cake",1,"Upside Down Cake ","4 Rum Babas ","Hidden Design Cake ",3,"",""
"602","Peter_3_2",79,"Peter","Fennel and Nigella Seed NaanBannock Bread","11th","Rosemary and Sea Salt Bagels; Apple and Cinnamon Bagels",2,"2 Flatbreads  6 Leavened and 6 Unleavened ","Eight Stranded Plaited Loaf ","4 Bagels  12 Sweet and 12 Savoury ",3,"OUT",""
"603","Peter_8_1",444,"Peter","Coconut Cake","10th","'Bread on a Breadboard' Cake",1,"Fruity Cake ","12 Chocolate Mini Rolls ","Illusion Cake ",8,"OUT",""
"604","Phil_10_1",598,"Phil","Spiced Fruit Cake with Rum Glaze","8th","Retro Rocket Cake",1,"Fruit Cake ","6 Angel Cake Slices ","Birthday Cake ",10,"",""
"605","Phil_10_2",610,"Phil","Orange, Cranberry & White Chocolate Fudge Bars","3rd","Tina the Tortoise",2,"12 Decorated Chocolate Biscuit Bars ","12 Fig Rolls ","3D Biscuit Sculpture ",10,"",""
"606","Phil_10_3",621,"Phil","Pancetta and Cheese Focaccia Tear & Share","10th","Winner's Wreath",3,"Tear   Share Loaf ","8 White Burger Baps   4 Veggie Burgers ","Decorative Loaf Display ",10,"",""
"607","Phil_10_4",631,"Phil","Trucking Lovely Rose Cake","6th","A Corner of My Garden Mishti",4,"Cultured Dairy Cake ","12 Maids of Honour ","Display of Mishti ",10,"OUT",""
"608","Priya_10_1",599,"Priya","Sunshine Fruit Cake","7th","Once Upon a Time Cake",1,"Fruit Cake ","6 Angel Cake Slices ","Birthday Cake ",10,"",""
"609","Priya_10_2",611,"Priya","Ruby Barfi Biscuit Bars","7th","The Beast of Rocky Mountain",2,"12 Decorated Chocolate Biscuit Bars ","12 Fig Rolls ","3D Biscuit Sculpture ",10,"",""
"610","Priya_10_3",622,"Priya","Smokey Jalapeño Tear & Share","4th","Bird Boules",3,"Tear   Share Loaf ","8 White Burger Baps   4 Veggie Burgers ","Decorative Loaf Display ",10,"",""
"611","Priya_10_4",632,"Priya","Choc-chip Banana Cake","10th","Flavours of My Childhood Mishti",4,"Cultured Dairy Cake ","12 Maids of Honour ","Display of Mishti ",10,"","Least Favorite"
"612","Priya_10_5",641,"Priya","Lemon & Raspberry Ripple Pies","2nd","Meena Colada Cake",5,"4 Custard Pies ","18 Beignet Soufflés ","Prohibition Era Cake ",10,"","Least Favorite"
"613","Priya_10_6",648,"Priya","Family Favourite","7th","Summer Fruit Bombe",6,"Layered Meringue Cake ","6 Verrines ","Celebratory Bombe ",10,"OUT",""
"614","Rahul_9_1",522,"Rahul","Fennel and Coconut Pitcaithly Bannock","7th","""First Spring in the UK""",1,"24 Regional Biscuits ","8 Wagon Wheels ","3D Biscuit Self Portrait ",9,"",""
"615","Rahul_9_10",587,"Rahul","Mango Créme Pâtissière Filled Doughnuts & Spiced Orange Ring Doughnuts","2nd","Edible Rock Garden",10,"12 Iced Doughnuts ","6 Campfire Pita Breads ","Landscape Dessert ",9,"WINNER",""
"616","Rahul_9_2",533,"Rahul","Lemon and Cardamom Traybake","2nd","Chocolate Orange Layer Cake",2,"16 Traybakes ","Le Gâteau Vert ","Chocolate Collar Cake ",9,"SB",""
"617","Rahul_9_3",543,"Rahul","Mango and Cranberry Chelsea Buns","4th","Garden Wedding Korovai",3,"12 Chelsea Buns ","8 Non Yeasted Garlic Naan Breads ","Korovai ",9,"SB",""
"618","Rahul_9_4",552,"Rahul","Rhubarb and Custard Roulade","4th","Opera Cake with Kalash Inspired Dome",4,"Meringue Roulade ","Raspberry Blancmange with 12 Langues du Chat biscuits ","Melting Chocolate Ball Dessert ",9,"","Favorite"
"619","Rahul_9_5",561,"Rahul","Bonfire Night Caramel Ginger Cake","3rd","Durga Puja Cardamom Chandelier",5,"Ginger Cake ","12 Ma amoul ","Spiced Biscuit Chandelier ",9,"","Favorite"
"620","Rahul_9_6",569,"Rahul","Paneer Singara and Misti Singara","3rd","Butterfly Pie",6,"12 Samosas ","6 Puits D amour ","Shaped Banquet Pie ",9,"","Favorite"
"621","Rahul_9_7",575,"Rahul","Coriander Posto & Veg Tartlets and Ghugni Chaat Tartlets","1st","Chocolate & Coconut Layer Cake with Raspberry Jam",7,"8 Savoury Vegan Tartlets ","Vegan Tropical Fruit Pavlova ","Vegan Celebratory Cake ",9,"","Favorite"
"622","Rahul_9_8",580,"Rahul","Smoked Salmon & Roasted Vegetable Smørrebrød","5th","Indian King Kagemand",8,"2 Smørrebrød ","14 Æbleskiver ","Kagemand Kagekone ",9,"","Least Favorite"
"623","Rahul_9_9",584,"Rahul","Lemon and Raspberry Madeleines
Orange Curd Madeleines","4th","Classic Tribute to Pâtisserie Window",9,"24 Madeleines ","Torta Setteveli ","Parisian Pâtisserie Window ",9,"","Least Favorite"
"624","Rav_7_1",371,"Rav","Ginger Spice Yuzu Drizzle Cake","8th","Colombian Mocha Mirror Glaze Cake",1,"Drizzle Cake ","12 Jaffa Cakes ","Mirror Glaze Cake ",7,"",""
"625","Rav_7_2",382,"Rav","Union Jack Bunting Biscuits","6th","Gingerbread Christmas Fairground",2,"24 Iced Biscuits ","12 Viennese Whirls ","Gingerbread 3D Scene ",7,"",""
"626","Rav_7_3",392,"Rav","Chocolate, Cardamom and Hazelnut Loaf","10th","Three Tier Diwali Bread Centrepiece",3,"Chocolate Loaf ","Dampfnudel ","Savoury Plaited  Braided  Centrepiece ",7,"",""
"627","Rav_7_4",401,"Rav","Thai Tofu Panang Yorkshires","9th","Three Dip Matcha Pistachio Churros",4,"Filled Yorkshire Puddings ","12 Heart Shaped Lace Pancakes ","36 Churros ",7,"","Least Favorite"
"628","Rav_7_5",409,"Rav","Cinnamon Swirls and Pecan, Walnut and Maple Plaits","8th","Chinese Style Prawn Filo Tartlets and Spiced White Chocolate and Hazelnut Samosas",5,"24 Breakfast Pastries ","Bakewell Tart ","48 Filo Amuse Bouche ",7,"",""
"629","Rav_7_6",417,"Rav","Mandarin Margarita Meringue Pie","3rd","Blossom Cake",6,"Citrus Meringue Pie ","2 Herb Fougasse ","Three Tier Flower Cake ",7,"OUT",""
"630","Richard_5_1",226,"Richard","Pistachio and Strawberry Swiss Roll","10th","Miniature Coffee and Walnut Cakes",1,"Swiss Roll ","Cherry Cake ","36 Classic Miniature British Cakes ",5,"","Favorite"
"631","Richard_5_10",287,"Richard","Pear Pain au ChocolatPain Au Lait","3rd","Mill on the Hill",10,"Viennoiserie ","12 Mini Victoria Sandwiches  12 Mini Tarte au Citron  12 Mini Scones ","Pièce Montée ",5,"Runner-up",""
"632","Richard_5_2",237,"Richard","Rosemary Seeded Crackers","1st","Pirates!",2,"36 Savoury Biscuits ","18 Florentines ","3D Biscuit Scene ",5,"SB",""
"633","Richard_5_3",247,"Richard","Rye and Cranberry Rolls","6th","Pesto Pinwheel",3,"12 Rye Bread Rolls ","4 Ciabattas ","Filled Centrepiece Loaf ",5,"",""
"634","Richard_5_4",256,"Richard","Black Forest Chocolate Fondants","5th","Tiramisu Baked Alaska",4,"8 Self Saucing Puddings ","Tiramisu Cake ","Baked Alaska ",5,"SB",""
"635","Richard_5_5",263,"Richard","Fig and Orange Tart","7th","Three Course Autumn Pie Feast",5,"Custard Tart ","Mini Pear Pies ","Three Tiered Pie ",5,"","Least Favorite"
"636","Richard_5_6",269,"Richard","Fruity Guglhupf with an Orange Glaze","5th","Sugar Forest Dobos Torte",6,"Yeast Leavened Cake ","Prinsesstårta ","Dobos Torte ",5,"","Least Favorite"
"637","Richard_5_7",275,"Richard","Minted Lamb Pasties","1st","Stair of Éclairs:Blueberry and Lavender ÉclairsRaspberry and Rose Éclairs",7,"12 Savoury Parcels ","Kouign Amann ","24 Éclairs ",5,"SB",""
"638","Richard_5_8",280,"Richard","Fruit Swedish Tea Ring","4th","Rhubarb and CustardToffee Apple Doughnuts",8,"Fruit Loaf ","Povitica ","36 Doughnuts ",5,"SB",""
"639","Richard_5_9",284,"Richard","Rose and Pistachio BaklavaWalnut and Almond Baklava","2nd","Hazelnut Mocha EntremetsPink Grapefruit Entremets",9,"24 Baklava ","Schichttorte ","24 Entremets ",5,"SB",""
"640","Robert_2_1",9,"Robert","Blackberry and Vanilla Cupcakeswith Liquorice Frosting","3rd","Genoise Layered Mousse Cakewith Chocolate Ganache",1,"24 Cupcakes ","Coffee and Walnut Battenberg ","Chocolate Tiered Cake ",2,"","Least Favorite"
"641","Robert_2_2",20,"Robert","Smoked Bacon and Kale Quiche","5th","Chocolate, Fennel and Ginger TartAlmond, Creme Patisserie and Poached Pear Tart",2,"Quiche ","Tarte au Citron ","24 Miniature Sweet Tarts ",2,"","Least Favorite"
"642","Robert_2_3",31,"Robert","Rye and Coriander Seed Loaf","4th","Blueberry Brioche RollsLemon and Poppy Seed Rolls",3,"Free Form Loaf ","Focaccia ","12 sweet and 12 savoury rolls ",2,"","Least Favorite"
"643","Robert_2_4",40,"Robert","Chocolate and Ginger Oat Biscuits","7th","Strawberry and Lime MacaronsLemon MacaronsChocolate and Cardamom Macarons",4,"12 Biscuits ","24 Brandy Snaps ","Macarons ",2,"",""
"644","Robert_2_5",47,"Robert","Chicken and Mushroom Pie","3rd","Rhubarb & Custard Meringue Pie",5,"Family Pie ","6 Miniature Pork Pie ","Meringue Pie ",2,"OUT",""
"645","Robert_4_1",147,"Robert","Pecan and Apple Cake","1st","Raspberry Chocolate Cake",1,"Sandwich Cake ","Angel Food Cake ","Chocolate Cake ",4,"SB",""
"646","Robert_4_2",160,"Robert","Twisty Rye Bread Sticks","5th","Paul the Psychic Octopus Tribute Loaf",2,"36 Bread Sticks ","8 English Muffins ","Decorative Loaf ",4,"","Least Favorite"
"647","Robert_4_3",171,"Robert","Rhubarb and Orange Trifle","2nd","Almond FriandsTurón Macarons",3,"Trifle ","Floating Islands ","24 Petit Fours  12 Biscuit based  12 Sponge based ",4,"",""
"648","Robert_4_4",180,"Robert","Apple and Pear Pie with Thyme","3rd","Spanakopita with St George's Mushrooms",4,"Double Crusted Fruit Pie ","12 Egg Custard Tarts ","Filo Pie ",4,"","Least Favorite"
"649","Robert_4_5",188,"Robert","Blueberry & Orange Traybake","4th","Orange and Lemon Biscuit Dalek",5,"Traybake ","18 Tuiles  9 Original  9 Dipped in Chocolate ","Biscuit Tower ",4,"OUT",""
"650","Rochica_12_1",754,"Rochica","'Colin' Rolls","7th","Apple Cake",1,"Mini Swiss Roll ","Malt Loaf ","Anti Gravity Illusion Cake ",12,"",""
"651","Rochica_12_2",766,"Rochica","Coffee Brandy Snaps","11th","Gingerbread Pinball Game",2,"24 Brandy Snaps ","Sandwiched Jammy Biscuit ","3 D Childhood Toy ",12,"",""
